location,date,new_cases
Vietnam,2/22/2020,0
Vietnam,2/23/2020,0
Vietnam,2/24/2020,0
Vietnam,2/25/2020,0
Vietnam,2/26/2020,0
Vietnam,2/27/2020,0
Vietnam,2/28/2020,0
Vietnam,2/29/2020,0
Vietnam,3/1/2020,0
Vietnam,3/2/2020,0
Vietnam,3/3/2020,0
Vietnam,3/4/2020,0
Vietnam,3/5/2020,0
Vietnam,3/6/2020,0
Vietnam,3/7/2020,2
Vietnam,3/8/2020,12
Vietnam,3/9/2020,0
Vietnam,3/10/2020,1
Vietnam,3/11/2020,7
Vietnam,3/12/2020,1
Vietnam,3/13/2020,8
Vietnam,3/14/2020,6
Vietnam,3/15/2020,3
Vietnam,3/16/2020,5
Vietnam,3/17/2020,5
Vietnam,3/18/2020,9
Vietnam,3/19/2020,10
Vietnam,3/20/2020,6
Vietnam,3/21/2020,3
Vietnam,3/22/2020,19
Vietnam,3/23/2020,10
Vietnam,3/24/2020,11
Vietnam,3/25/2020,7
Vietnam,3/26/2020,12
Vietnam,3/27/2020,10
Vietnam,3/28/2020,11
Vietnam,3/29/2020,14
Vietnam,3/30/2020,15
Vietnam,3/31/2020,9
Vietnam,4/1/2020,6
Vietnam,4/2/2020,15
Vietnam,4/3/2020,4
Vietnam,4/4/2020,3
Vietnam,4/5/2020,1
Vietnam,4/6/2020,4
Vietnam,4/7/2020,4
Vietnam,4/8/2020,2
Vietnam,4/9/2020,4
Vietnam,4/10/2020,2
Vietnam,4/11/2020,1
Vietnam,4/12/2020,4
Vietnam,4/13/2020,3
Vietnam,4/14/2020,1
Vietnam,4/15/2020,1
Vietnam,4/16/2020,1
Vietnam,4/17/2020,0
Vietnam,4/18/2020,0
Vietnam,4/19/2020,0
Vietnam,4/20/2020,0
Vietnam,4/21/2020,0
Vietnam,4/22/2020,0
Vietnam,4/23/2020,0
Vietnam,4/24/2020,2
Vietnam,4/25/2020,0
Vietnam,4/26/2020,0
Vietnam,4/27/2020,0
Vietnam,4/28/2020,0
Vietnam,4/29/2020,0
Vietnam,4/30/2020,0
Vietnam,5/1/2020,0
Vietnam,5/2/2020,0
Vietnam,5/3/2020,1
Vietnam,5/4/2020,0
Vietnam,5/5/2020,0
Vietnam,5/6/2020,0
Vietnam,5/7/2020,17
Vietnam,5/8/2020,0
Vietnam,5/9/2020,0
Vietnam,5/10/2020,0
Vietnam,5/11/2020,0
Vietnam,5/12/2020,0
Vietnam,5/13/2020,0
Vietnam,5/14/2020,24
Vietnam,5/15/2020,2
Vietnam,5/16/2020,4
Vietnam,5/17/2020,2
Vietnam,5/18/2020,4
Vietnam,5/19/2020,0
Vietnam,5/20/2020,0
Vietnam,5/21/2020,0
Vietnam,5/22/2020,0
Vietnam,5/23/2020,1
Vietnam,5/24/2020,0
Vietnam,5/25/2020,1
Vietnam,5/26/2020,1
Vietnam,5/27/2020,0
Vietnam,5/28/2020,0
Vietnam,5/29/2020,1
Vietnam,5/30/2020,0
Vietnam,5/31/2020,0
Vietnam,6/1/2020,0
Vietnam,6/2/2020,0
Vietnam,6/3/2020,0
Vietnam,6/4/2020,0
Vietnam,6/5/2020,0
Vietnam,6/6/2020,1
Vietnam,6/7/2020,2
Vietnam,6/8/2020,1
Vietnam,6/9/2020,0
Vietnam,6/10/2020,0
Vietnam,6/11/2020,0
Vietnam,6/12/2020,1
Vietnam,6/13/2020,1
Vietnam,6/14/2020,0
Vietnam,6/15/2020,0
Vietnam,6/16/2020,0
Vietnam,6/17/2020,1
Vietnam,6/18/2020,7
Vietnam,6/19/2020,7
Vietnam,6/20/2020,0
Vietnam,6/21/2020,0
Vietnam,6/22/2020,0
Vietnam,6/23/2020,0
Vietnam,6/24/2020,3
Vietnam,6/25/2020,0
Vietnam,6/26/2020,1
Vietnam,6/27/2020,2
Vietnam,6/28/2020,0
Vietnam,6/29/2020,0
Vietnam,6/30/2020,0
Vietnam,7/1/2020,0
Vietnam,7/2/2020,0
Vietnam,7/3/2020,0
Vietnam,7/4/2020,0
Vietnam,7/5/2020,0
Vietnam,7/6/2020,14
Vietnam,7/7/2020,0
Vietnam,7/8/2020,0
Vietnam,7/9/2020,0
Vietnam,7/10/2020,1
Vietnam,7/11/2020,0
Vietnam,7/12/2020,2
Vietnam,7/13/2020,1
Vietnam,7/14/2020,0
Vietnam,7/15/2020,8
Vietnam,7/16/2020,0
Vietnam,7/17/2020,1
Vietnam,7/18/2020,0
Vietnam,7/19/2020,1
Vietnam,7/20/2020,1
Vietnam,7/21/2020,17
Vietnam,7/22/2020,7
Vietnam,7/23/2020,4
Vietnam,7/24/2020,3
Vietnam,7/25/2020,2
Vietnam,7/26/2020,3
Vietnam,7/27/2020,11
Vietnam,7/28/2020,15
Vietnam,7/29/2020,13
Vietnam,7/30/2020,50
Vietnam,7/31/2020,49
Vietnam,8/1/2020,32
Vietnam,8/2/2020,31
Vietnam,8/3/2020,31
Vietnam,8/4/2020,20
Vietnam,8/5/2020,45
Vietnam,8/6/2020,33
Vietnam,8/7/2020,39
Vietnam,8/8/2020,23
Vietnam,8/9/2020,29
Vietnam,8/10/2020,6
Vietnam,8/11/2020,19
Vietnam,8/12/2020,17
Vietnam,8/13/2020,28
Vietnam,8/14/2020,19
Vietnam,8/15/2020,21
Vietnam,8/16/2020,13
Vietnam,8/17/2020,19
Vietnam,8/18/2020,6
Vietnam,8/19/2020,5
Vietnam,8/20/2020,13
Vietnam,8/21/2020,2
Vietnam,8/22/2020,5
Vietnam,8/23/2020,2
Vietnam,8/24/2020,6
Vietnam,8/25/2020,7
Vietnam,8/26/2020,5
Vietnam,8/27/2020,2
Vietnam,8/28/2020,2
Vietnam,8/29/2020,2
Vietnam,8/30/2020,0
Vietnam,8/31/2020,4
Vietnam,9/1/2020,0
Vietnam,9/2/2020,2
Vietnam,9/3/2020,0
Vietnam,9/4/2020,3
Vietnam,9/5/2020,0
Vietnam,9/6/2020,0
Vietnam,9/7/2020,0
Vietnam,9/8/2020,5
Vietnam,9/9/2020,5
Vietnam,9/10/2020,0
Vietnam,9/11/2020,1
Vietnam,9/12/2020,0
Vietnam,9/13/2020,3
Vietnam,9/14/2020,0
Vietnam,9/15/2020,0
Vietnam,9/16/2020,0
Vietnam,9/17/2020,3
Vietnam,9/18/2020,2
Vietnam,9/19/2020,0
Vietnam,9/20/2020,0
Vietnam,9/21/2020,0
Vietnam,9/22/2020,0
Vietnam,9/23/2020,1
Vietnam,9/24/2020,0
Vietnam,9/25/2020,0
Vietnam,9/26/2020,0
Vietnam,9/27/2020,5
Vietnam,9/28/2020,3
Vietnam,9/29/2020,17
Vietnam,9/30/2020,0
Vietnam,10/1/2020,1
Vietnam,10/2/2020,1
Vietnam,10/3/2020,0
Vietnam,10/4/2020,0
Vietnam,10/5/2020,1
Vietnam,10/6/2020,1
Vietnam,10/7/2020,1
Vietnam,10/8/2020,1
Vietnam,10/9/2020,5
Vietnam,10/10/2020,2
Vietnam,10/11/2020,2
Vietnam,10/12/2020,1
Vietnam,10/13/2020,3
Vietnam,10/14/2020,9
Vietnam,10/15/2020,2
Vietnam,10/16/2020,0
Vietnam,10/17/2020,2
Vietnam,10/18/2020,8
Vietnam,10/19/2020,6
Vietnam,10/20/2020,1
Vietnam,10/21/2020,3
Vietnam,10/22/2020,4
Vietnam,10/23/2020,0
Vietnam,10/24/2020,12
Vietnam,10/25/2020,8
Vietnam,10/26/2020,1
Vietnam,10/27/2020,3
Vietnam,10/28/2020,1
Vietnam,10/29/2020,4
Vietnam,10/30/2020,0
Vietnam,10/31/2020,3
Vietnam,11/1/2020,0
Vietnam,11/2/2020,12
Vietnam,11/3/2020,10
Vietnam,11/4/2020,1
Vietnam,11/5/2020,4
Vietnam,11/6/2020,5
Vietnam,11/7/2020,1
Vietnam,11/8/2020,0
Vietnam,11/9/2020,2
Vietnam,11/10/2020,11
Vietnam,11/11/2020,26
Vietnam,11/12/2020,1
Vietnam,11/13/2020,3
Vietnam,11/14/2020,9
Vietnam,11/15/2020,16
Vietnam,11/16/2020,2
Vietnam,11/17/2020,5
Vietnam,11/18/2020,12
Vietnam,11/19/2020,4
Vietnam,11/20/2020,1
Vietnam,11/21/2020,1
Vietnam,11/22/2020,1
Vietnam,11/23/2020,5
Vietnam,11/24/2020,4
Vietnam,11/25/2020,5
Vietnam,11/26/2020,10
Vietnam,11/27/2020,8
Vietnam,11/28/2020,2
Vietnam,11/29/2020,2
Vietnam,11/30/2020,4
Vietnam,12/1/2020,4
Vietnam,12/2/2020,7
Vietnam,12/3/2020,3
Vietnam,12/4/2020,0
Vietnam,12/5/2020,4
Vietnam,12/6/2020,1
Vietnam,12/7/2020,1
Vietnam,12/8/2020,10
Vietnam,12/9/2020,4
Vietnam,12/10/2020,4
Vietnam,12/11/2020,6
Vietnam,12/12/2020,4
Vietnam,12/13/2020,2
Vietnam,12/14/2020,5
Vietnam,12/15/2020,3
Vietnam,12/16/2020,0
Vietnam,12/17/2020,2
Vietnam,12/18/2020,3
Vietnam,12/19/2020,1
Vietnam,12/20/2020,2
Vietnam,12/21/2020,1
Vietnam,12/22/2020,6
Vietnam,12/23/2020,1
Vietnam,12/24/2020,11
Vietnam,12/25/2020,7
Vietnam,12/26/2020,1
Vietnam,12/27/2020,1
Vietnam,12/28/2020,10
Vietnam,12/29/2020,3
Vietnam,12/30/2020,2
Vietnam,12/31/2020,9
Vietnam,1/1/2021,9
Vietnam,1/2/2021,8
Vietnam,1/3/2021,12
Vietnam,1/4/2021,3
Vietnam,1/5/2021,7
Vietnam,1/6/2021,1
Vietnam,1/7/2021,4
Vietnam,1/8/2021,3
Vietnam,1/9/2021,1
Vietnam,1/10/2021,1
Vietnam,1/11/2021,1
Vietnam,1/12/2021,5
Vietnam,1/13/2021,1
Vietnam,1/14/2021,10
Vietnam,1/15/2021,5
Vietnam,1/16/2021,1
Vietnam,1/17/2021,0
Vietnam,1/18/2021,2
Vietnam,1/19/2021,1
Vietnam,1/20/2021,4
Vietnam,1/21/2021,2
Vietnam,1/22/2021,2
Vietnam,1/23/2021,0
Vietnam,1/24/2021,0
Vietnam,1/25/2021,1
Vietnam,1/26/2021,2
Vietnam,1/27/2021,2
Vietnam,1/28/2021,98
Vietnam,1/29/2021,6
Vietnam,1/30/2021,110
Vietnam,1/31/2021,50
Vietnam,2/1/2021,33
Vietnam,2/2/2021,32
Vietnam,2/3/2021,66
Vietnam,2/4/2021,9
Vietnam,2/5/2021,19
Vietnam,2/6/2021,9
Vietnam,2/7/2021,16
Vietnam,2/8/2021,49
Vietnam,2/9/2021,14
Vietnam,2/10/2021,27
Vietnam,2/11/2021,49
Vietnam,2/12/2021,2
Vietnam,2/13/2021,53
Vietnam,2/14/2021,33
Vietnam,2/15/2021,41
Vietnam,2/16/2021,42
Vietnam,2/17/2021,18
Vietnam,2/18/2021,18
Vietnam,2/19/2021,15
Vietnam,2/20/2021,6
Vietnam,2/21/2021,15
Vietnam,2/22/2021,9
Vietnam,2/23/2021,11
Vietnam,2/24/2021,9
Vietnam,2/25/2021,9
Vietnam,2/26/2021,5
Vietnam,2/27/2021,6
Vietnam,2/28/2021,16
Vietnam,3/1/2021,0
Vietnam,3/2/2021,27
Vietnam,3/3/2021,7
Vietnam,3/4/2021,6
Vietnam,3/5/2021,6
Vietnam,3/6/2021,7
Vietnam,3/7/2021,11
Vietnam,3/8/2021,12
Vietnam,3/9/2021,2
Vietnam,3/10/2021,3
Vietnam,3/11/2021,4
Vietnam,3/12/2021,17
Vietnam,3/13/2021,3
Vietnam,3/14/2021,1
Vietnam,3/15/2021,3
Vietnam,3/16/2021,3
Vietnam,3/17/2021,7
Vietnam,3/18/2021,3
Vietnam,3/19/2021,1
Vietnam,3/20/2021,1
Vietnam,3/21/2021,0
Vietnam,3/22/2021,3
Vietnam,3/23/2021,0
Vietnam,3/24/2021,1
Vietnam,3/25/2021,3
Vietnam,3/26/2021,7
Vietnam,3/27/2021,0
Vietnam,3/28/2021,5
Vietnam,3/29/2021,3
Vietnam,3/30/2021,0
Vietnam,3/31/2021,9
Vietnam,4/1/2021,14
Vietnam,4/2/2021,3
Vietnam,4/3/2021,6
Vietnam,4/4/2021,5
Vietnam,4/5/2021,6
Vietnam,4/6/2021,11
Vietnam,4/7/2021,11
Vietnam,4/8/2021,9
Vietnam,4/9/2021,15
Vietnam,4/10/2021,9
Vietnam,4/11/2021,1
Vietnam,4/12/2021,12
Vietnam,4/13/2021,9
Vietnam,4/14/2021,19
Vietnam,4/15/2021,25
Vietnam,4/16/2021,14
Vietnam,4/17/2021,9
Vietnam,4/18/2021,4
Vietnam,4/19/2021,6
Vietnam,4/20/2021,9
Vietnam,4/21/2021,12
Vietnam,4/22/2021,12
Vietnam,4/23/2021,6
Vietnam,4/24/2021,3
Vietnam,4/25/2021,10
Vietnam,4/26/2021,9
Vietnam,4/27/2021,5
Vietnam,4/28/2021,8
Vietnam,4/29/2021,45
Vietnam,4/30/2021,18
Vietnam,5/1/2021,14
Vietnam,5/2/2021,20
Vietnam,5/3/2021,23
Vietnam,5/4/2021,10
Vietnam,5/5/2021,35
Vietnam,5/6/2021,60
Vietnam,5/7/2021,47
Vietnam,5/8/2021,108
Vietnam,5/9/2021,167
Vietnam,5/10/2021,77
Vietnam,5/11/2021,82
Vietnam,5/12/2021,87
Vietnam,5/13/2021,82
Vietnam,5/14/2021,76
Vietnam,5/15/2021,296
Vietnam,5/16/2021,100
Vietnam,5/17/2021,147
Vietnam,5/18/2021,153
Vietnam,5/19/2021,208
Vietnam,5/20/2021,89
Vietnam,5/21/2021,132
Vietnam,5/22/2021,178
Vietnam,5/23/2021,156
Vietnam,5/24/2021,129
Vietnam,5/25/2021,527
Vietnam,5/26/2021,155
Vietnam,5/27/2021,270
Vietnam,5/28/2021,40
Vietnam,5/29/2021,512
Vietnam,5/30/2021,199
Vietnam,5/31/2021,325
Vietnam,6/1/2021,193
Vietnam,6/2/2021,245
Vietnam,6/3/2021,193
Vietnam,6/4/2021,301
Vietnam,6/5/2021,216
Vietnam,6/6/2021,211
Vietnam,6/7/2021,236
Vietnam,6/8/2021,195
Vietnam,6/9/2021,413
Vietnam,6/10/2021,200
Vietnam,6/11/2021,213
Vietnam,6/12/2021,289
Vietnam,6/13/2021,293
Vietnam,6/14/2021,251
Vietnam,6/15/2021,423
Vietnam,6/16/2021,490
Vietnam,6/17/2021,356
Vietnam,6/18/2021,358
Vietnam,6/19/2021,470
Vietnam,6/20/2021,280
Vietnam,6/21/2021,272
Vietnam,6/22/2021,252
Vietnam,6/23/2021,207
Vietnam,6/24/2021,334
Vietnam,6/25/2021,214
Vietnam,6/26/2021,788
Vietnam,6/27/2021,415
Vietnam,6/28/2021,396
Vietnam,6/29/2021,371
Vietnam,6/30/2021,545
Vietnam,7/1/2021,675
Vietnam,7/2/2021,394
Vietnam,7/3/2021,1189
Vietnam,7/4/2021,951
Vietnam,7/5/2021,1051
Vietnam,7/6/2021,1029
Vietnam,7/7/2021,1044
Vietnam,7/8/2021,1425
Vietnam,7/9/2021,1798
Vietnam,7/10/2021,1862
Vietnam,7/11/2021,2008
Vietnam,7/12/2021,2187
Vietnam,7/13/2021,2744
Vietnam,7/14/2021,2830
Vietnam,7/15/2021,4049
Vietnam,7/16/2021,4004
Vietnam,7/17/2021,4710
Vietnam,7/18/2021,4843
Vietnam,7/19/2021,4335
Vietnam,7/20/2021,5427
Vietnam,7/21/2021,5537
Vietnam,7/22/2021,7125
Vietnam,7/23/2021,8688
Vietnam,7/24/2021,7956
Vietnam,7/25/2021,6260
Vietnam,7/26/2021,5174
Vietnam,7/27/2021,10774
Vietnam,7/28/2021,6519
Vietnam,7/29/2021,9765
Vietnam,7/30/2021,7717
Vietnam,7/31/2021,8938
Vietnam,8/1/2021,7447
Vietnam,8/2/2021,0
Vietnam,8/3/2021,16954
Vietnam,8/4/2021,7295
Vietnam,8/5/2021,7310
Vietnam,8/6/2021,4315
Vietnam,8/7/2021,12275
Vietnam,8/8/2021,9904
Vietnam,8/9/2021,9334
Vietnam,8/10/2021,8043
Vietnam,8/11/2021,8606
Vietnam,8/12/2021,5025
Vietnam,8/13/2021,9180
Vietnam,8/14/2021,9716
Vietnam,8/15/2021,9580
Vietnam,8/16/2021,8652
Vietnam,8/17/2021,9605
Vietnam,8/18/2021,8800
Vietnam,8/19/2021,10510
Vietnam,8/20/2021,10657
Vietnam,8/21/2021,13439
Vietnam,8/22/2021,11352
Vietnam,8/23/2021,10397
Vietnam,8/24/2021,10811
Vietnam,8/25/2021,12096
Vietnam,8/26/2021,11575
Vietnam,8/27/2021,17428
Vietnam,8/28/2021,12103
Vietnam,8/29/2021,12796
Vietnam,8/30/2021,14224
Vietnam,8/31/2021,12607
Vietnam,9/1/2021,11434
Vietnam,9/2/2021,13197
Vietnam,9/3/2021,14922
Vietnam,9/4/2021,9521
Vietnam,9/5/2021,13137
Vietnam,9/6/2021,12481
Vietnam,9/7/2021,14208
Vietnam,9/8/2021,12680
Vietnam,9/9/2021,12420
Vietnam,9/10/2021,13321
Vietnam,9/11/2021,11932
Vietnam,9/12/2021,12026
Vietnam,9/13/2021,11172
Vietnam,9/14/2021,10508
Vietnam,9/15/2021,10585
Vietnam,9/16/2021,10489
Vietnam,9/17/2021,11521
Vietnam,9/18/2021,9373
Vietnam,9/19/2021,10040
Vietnam,9/20/2021,8681
Vietnam,9/21/2021,11692
Vietnam,9/22/2021,11527
Vietnam,9/23/2021,9472
Vietnam,9/24/2021,8537
Vietnam,9/25/2021,9706
Vietnam,9/26/2021,10011
Vietnam,9/27/2021,9362
Vietnam,9/28/2021,4589
Vietnam,9/29/2021,8758
Vietnam,9/30/2021,11357
Vietnam,10/1/2021,6957
Vietnam,10/2/2021,5490
Vietnam,10/3/2021,5376
Vietnam,10/4/2021,5383
Vietnam,10/5/2021,4363
Vietnam,10/6/2021,4363
Vietnam,10/7/2021,4150
Vietnam,10/8/2021,4806
Vietnam,10/9/2021,4491
Vietnam,10/10/2021,3528
Vietnam,10/11/2021,3619
Vietnam,10/12/2021,2949
Vietnam,10/13/2021,3461
Vietnam,10/14/2021,4151
Vietnam,10/15/2021,3797
Vietnam,10/16/2021,3221
Vietnam,10/17/2021,3193
Vietnam,10/18/2021,3168
Vietnam,10/19/2021,3034
Vietnam,10/20/2021,3646
Vietnam,10/21/2021,3636
Vietnam,10/22/2021,3985
Vietnam,10/23/2021,3373
Vietnam,10/24/2021,4045
Vietnam,10/25/2021,3639
Vietnam,10/26/2021,3595
Vietnam,10/27/2021,4411
Vietnam,10/28/2021,4892
Vietnam,10/29/2021,4899
Vietnam,10/30/2021,5227
Vietnam,10/31/2021,5519
Vietnam,11/1/2021,5598
Vietnam,11/2/2021,5637
Vietnam,11/3/2021,7106
Vietnam,11/4/2021,6580
Vietnam,11/5/2021,7504
Vietnam,11/6/2021,7491
Vietnam,11/7/2021,7646
Vietnam,11/8/2021,7988
Vietnam,11/9/2021,8133
Vietnam,11/10/2021,7930
Vietnam,11/11/2021,8162
Vietnam,11/12/2021,8982
Vietnam,11/13/2021,8467
Vietnam,11/14/2021,8176
Vietnam,11/15/2021,8616
Vietnam,11/16/2021,10259
Vietnam,11/17/2021,9849
Vietnam,11/18/2021,10223
Vietnam,11/19/2021,9625
Vietnam,11/20/2021,9531
Vietnam,11/21/2021,9889
Vietnam,11/22/2021,10321
Vietnam,11/23/2021,39132
Vietnam,11/24/2021,11811
Vietnam,11/25/2021,12450
Vietnam,11/26/2021,13109
Vietnam,11/27/2021,16067
Vietnam,11/28/2021,12936
Vietnam,11/29/2021,13770
Vietnam,11/30/2021,13972
Vietnam,12/1/2021,14508
Vietnam,12/2/2021,13698
Vietnam,12/3/2021,14492
Vietnam,12/4/2021,13998
Vietnam,12/5/2021,14314
Vietnam,12/6/2021,14591
Vietnam,12/7/2021,13840
Vietnam,12/8/2021,14599
Vietnam,12/9/2021,15311
Vietnam,12/10/2021,14839
Vietnam,12/11/2021,16141
Vietnam,12/12/2021,14638
Vietnam,12/13/2021,15377
Vietnam,12/14/2021,15220
Vietnam,12/15/2021,15527
Vietnam,12/16/2021,34062
Vietnam,12/17/2021,15236
Vietnam,12/18/2021,15895
Vietnam,12/19/2021,16110
Vietnam,12/20/2021,14977
Vietnam,12/21/2021,16325
Vietnam,12/22/2021,16555
Vietnam,12/23/2021,16377
Vietnam,12/24/2021,16157
Vietnam,12/25/2021,15586
Vietnam,12/26/2021,15218
Vietnam,12/27/2021,14872
Vietnam,12/28/2021,14440
Vietnam,12/29/2021,13889
Vietnam,12/30/2021,19868
Vietnam,12/31/2021,16515
Vietnam,1/1/2022,14835
Vietnam,1/2/2022,16948
Vietnam,1/3/2022,15936
Vietnam,1/4/2022,21728
Vietnam,1/5/2022,17017
Vietnam,1/6/2022,25842
Vietnam,1/7/2022,16278
Vietnam,1/8/2022,16553
Vietnam,1/9/2022,23181
Vietnam,1/10/2022,14818
Vietnam,1/11/2022,16035
Vietnam,1/12/2022,28291
Vietnam,1/13/2022,16725
Vietnam,1/14/2022,16040
Vietnam,1/15/2022,16378
Vietnam,1/16/2022,15684
Vietnam,1/17/2022,0
Vietnam,1/18/2022,38582
Vietnam,1/19/2022,15959
Vietnam,1/20/2022,16715
Zimbabwe,3/20/2020,1
Zimbabwe,3/21/2020,2
Zimbabwe,3/22/2020,0
Zimbabwe,3/23/2020,0
Zimbabwe,3/24/2020,0
Zimbabwe,3/25/2020,0
Zimbabwe,3/26/2020,0
Zimbabwe,3/27/2020,2
Zimbabwe,3/28/2020,2
Zimbabwe,3/29/2020,0
Zimbabwe,3/30/2020,0
Zimbabwe,3/31/2020,1
Zimbabwe,4/1/2020,0
Zimbabwe,4/2/2020,1
Zimbabwe,4/3/2020,0
Zimbabwe,4/4/2020,0
Zimbabwe,4/5/2020,0
Zimbabwe,4/6/2020,1
Zimbabwe,4/7/2020,1
Zimbabwe,4/8/2020,0
Zimbabwe,4/9/2020,0
Zimbabwe,4/10/2020,2
Zimbabwe,4/11/2020,1
Zimbabwe,4/12/2020,0
Zimbabwe,4/13/2020,3
Zimbabwe,4/14/2020,0
Zimbabwe,4/15/2020,6
Zimbabwe,4/16/2020,0
Zimbabwe,4/17/2020,1
Zimbabwe,4/18/2020,1
Zimbabwe,4/19/2020,0
Zimbabwe,4/20/2020,0
Zimbabwe,4/21/2020,3
Zimbabwe,4/22/2020,0
Zimbabwe,4/23/2020,0
Zimbabwe,4/24/2020,1
Zimbabwe,4/25/2020,2
Zimbabwe,4/26/2020,0
Zimbabwe,4/27/2020,1
Zimbabwe,4/28/2020,0
Zimbabwe,4/29/2020,0
Zimbabwe,4/30/2020,8
Zimbabwe,5/1/2020,0
Zimbabwe,5/2/2020,-6
Zimbabwe,5/3/2020,0
Zimbabwe,5/4/2020,0
Zimbabwe,5/5/2020,0
Zimbabwe,5/6/2020,0
Zimbabwe,5/7/2020,0
Zimbabwe,5/8/2020,0
Zimbabwe,5/9/2020,1
Zimbabwe,5/10/2020,1
Zimbabwe,5/11/2020,0
Zimbabwe,5/12/2020,0
Zimbabwe,5/13/2020,1
Zimbabwe,5/14/2020,0
Zimbabwe,5/15/2020,5
Zimbabwe,5/16/2020,0
Zimbabwe,5/17/2020,2
Zimbabwe,5/18/2020,2
Zimbabwe,5/19/2020,0
Zimbabwe,5/20/2020,2
Zimbabwe,5/21/2020,3
Zimbabwe,5/22/2020,0
Zimbabwe,5/23/2020,5
Zimbabwe,5/24/2020,0
Zimbabwe,5/25/2020,0
Zimbabwe,5/26/2020,0
Zimbabwe,5/27/2020,76
Zimbabwe,5/28/2020,17
Zimbabwe,5/29/2020,0
Zimbabwe,5/30/2020,25
Zimbabwe,5/31/2020,4
Zimbabwe,6/1/2020,25
Zimbabwe,6/2/2020,3
Zimbabwe,6/3/2020,16
Zimbabwe,6/4/2020,15
Zimbabwe,6/5/2020,28
Zimbabwe,6/6/2020,14
Zimbabwe,6/7/2020,3
Zimbabwe,6/8/2020,5
Zimbabwe,6/9/2020,27
Zimbabwe,6/10/2020,6
Zimbabwe,6/11/2020,12
Zimbabwe,6/12/2020,11
Zimbabwe,6/13/2020,13
Zimbabwe,6/14/2020,27
Zimbabwe,6/15/2020,4
Zimbabwe,6/16/2020,4
Zimbabwe,6/17/2020,10
Zimbabwe,6/18/2020,62
Zimbabwe,6/19/2020,16
Zimbabwe,6/20/2020,0
Zimbabwe,6/21/2020,10
Zimbabwe,6/22/2020,23
Zimbabwe,6/23/2020,13
Zimbabwe,6/24/2020,5
Zimbabwe,6/25/2020,21
Zimbabwe,6/26/2020,10
Zimbabwe,6/27/2020,6
Zimbabwe,6/28/2020,0
Zimbabwe,6/29/2020,7
Zimbabwe,6/30/2020,17
Zimbabwe,7/1/2020,14
Zimbabwe,7/2/2020,12
Zimbabwe,7/3/2020,8
Zimbabwe,7/4/2020,73
Zimbabwe,7/5/2020,18
Zimbabwe,7/6/2020,18
Zimbabwe,7/7/2020,53
Zimbabwe,7/8/2020,98
Zimbabwe,7/9/2020,0
Zimbabwe,7/10/2020,57
Zimbabwe,7/11/2020,40
Zimbabwe,7/12/2020,3
Zimbabwe,7/13/2020,49
Zimbabwe,7/14/2020,30
Zimbabwe,7/15/2020,25
Zimbabwe,7/16/2020,273
Zimbabwe,7/17/2020,58
Zimbabwe,7/18/2020,58
Zimbabwe,7/19/2020,133
Zimbabwe,7/20/2020,102
Zimbabwe,7/21/2020,107
Zimbabwe,7/22/2020,214
Zimbabwe,7/23/2020,90
Zimbabwe,7/24/2020,172
Zimbabwe,7/25/2020,138
Zimbabwe,7/26/2020,78
Zimbabwe,7/27/2020,192
Zimbabwe,7/28/2020,113
Zimbabwe,7/29/2020,62
Zimbabwe,7/30/2020,213
Zimbabwe,7/31/2020,77
Zimbabwe,8/1/2020,490
Zimbabwe,8/2/2020,262
Zimbabwe,8/3/2020,154
Zimbabwe,8/4/2020,146
Zimbabwe,8/5/2020,0
Zimbabwe,8/6/2020,118
Zimbabwe,8/7/2020,112
Zimbabwe,8/8/2020,124
Zimbabwe,8/9/2020,74
Zimbabwe,8/10/2020,99
Zimbabwe,8/11/2020,70
Zimbabwe,8/12/2020,75
Zimbabwe,8/13/2020,97
Zimbabwe,8/14/2020,82
Zimbabwe,8/15/2020,104
Zimbabwe,8/16/2020,85
Zimbabwe,8/17/2020,47
Zimbabwe,8/18/2020,70
Zimbabwe,8/19/2020,265
Zimbabwe,8/20/2020,102
Zimbabwe,8/21/2020,70
Zimbabwe,8/22/2020,78
Zimbabwe,8/23/2020,37
Zimbabwe,8/24/2020,140
Zimbabwe,8/25/2020,126
Zimbabwe,8/26/2020,55
Zimbabwe,8/27/2020,41
Zimbabwe,8/28/2020,96
Zimbabwe,8/29/2020,18
Zimbabwe,8/30/2020,6
Zimbabwe,8/31/2020,85
Zimbabwe,9/1/2020,62
Zimbabwe,9/2/2020,79
Zimbabwe,9/3/2020,40
Zimbabwe,9/4/2020,159
Zimbabwe,9/5/2020,0
Zimbabwe,9/6/2020,0
Zimbabwe,9/7/2020,461
Zimbabwe,9/8/2020,90
Zimbabwe,9/9/2020,41
Zimbabwe,9/10/2020,24
Zimbabwe,9/11/2020,26
Zimbabwe,9/12/2020,29
Zimbabwe,9/13/2020,18
Zimbabwe,9/14/2020,5
Zimbabwe,9/15/2020,45
Zimbabwe,9/16/2020,22
Zimbabwe,9/17/2020,35
Zimbabwe,9/18/2020,14
Zimbabwe,9/19/2020,25
Zimbabwe,9/20/2020,11
Zimbabwe,9/21/2020,0
Zimbabwe,9/22/2020,28
Zimbabwe,9/23/2020,14
Zimbabwe,9/24/2020,27
Zimbabwe,9/25/2020,35
Zimbabwe,9/26/2020,16
Zimbabwe,9/27/2020,9
Zimbabwe,9/28/2020,4
Zimbabwe,9/29/2020,21
